,GoodCustomer,Gender,ForeignWorker,Single,Age,LoanDuration,PurposeOfLoan,LoanAmount,LoanRateAsPercentOfIncome,YearsAtCurrentHome,NumberOfOtherLoansAtBank,NumberOfLiableIndividuals,HasTelephone,CheckingAccountBalance_geq_0,CheckingAccountBalance_geq_200,SavingsAccountBalance_geq_100,SavingsAccountBalance_geq_500,MissedPayments,NoCurrentLoan,CriticalAccountOrLoansElsewhere,OtherLoansAtBank,OtherLoansAtStore,HasCoapplicant,HasGuarantor,OwnsHouse,RentsHouse,Unemployed,YearsAtCurrentJob_lt_1,YearsAtCurrentJob_geq_4,JobClassIsSkilled
945,1,Male,0,0,40,13,Furniture,250,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
946,1,Male,0,1,37,29,NewCar,7564,4,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
947,0,Male,0,1,39,22,Furniture,3824,4,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
948,0,Male,0,1,23,20,Business,5671,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
949,0,Male,0,1,23,15,Furniture,1724,4,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
950,0,Female,0,0,31,14,NewCar,3386,4,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
951,0,Male,0,1,39,23,NewCar,4956,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
952,0,Female,0,0,26,4,NewCar,2402,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
953,-1,Male,0,1,59,16,NewCar,9074,1,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
954,0,Male,0,1,33,37,NewCar,7841,4,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
955,0,Female,0,1,30,20,NewCar,460,4,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
956,0,Male,0,1,26,15,NewCar,3147,2,2,2,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
957,-1,Male,0,1,32,25,Furniture,3525,2,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
958,0,Male,0,1,30,15,Business,1312,4,3,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
959,0,Male,0,0,35,19,NewCar,2135,4,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
960,0,Male,0,0,44,36,Furniture,3173,1,2,2,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
961,1,Female,0,0,46,10,Furniture,731,4,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
962,1,Female,0,0,49,20,Furniture,2233,4,2,2,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
963,0,Male,0,1,27,24,Education,5650,2,2,2,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
964,0,Male,0,1,30,18,Business,2056,2,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
965,0,Male,0,1,37,4,Furniture,274,4,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
966,1,Male,0,1,52,12,Business,588,4,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
967,1,Male,0,1,38,13,UsedCar,1660,2,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
968,1,Female,0,0,20,24,UsedCar,1567,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
969,-1,Male,0,0,23,40,Electronics,6910,4,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
970,0,Male,0,1,50,25,NewCar,2183,4,2,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
971,1,Male,0,1,36,15,NewCar,711,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
972,0,Male,0,1,37,13,NewCar,832,4,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1
973,-1,Female,0,0,36,29,Electronics,2049,3,2,2,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
974,-1,Male,0,0,21,32,NewCar,5751,3,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
975,0,Male,0,1,47,30,Business,5446,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
976,0,Male,0,1,57,22,Furniture,2530,2,3,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
977,-1,Male,0,1,19,46,Furniture,5366,2,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
978,0,Male,0,0,27,35,Furniture,8196,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
979,-1,Female,0,0,19,21,Retraining,5591,3,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
980,1,Male,0,1,26,19,Furniture,5294,2,4,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
981,1,Male,0,1,47,32,Electronics,3195,4,4,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
982,0,Male,0,0,19,36,Electronics,6154,2,3,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
983,0,Male,0,1,43,37,Furniture,5587,4,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
984,1,Male,0,1,35,8,Electronics,384,4,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
985,0,Female,0,0,43,28,Electronics,1330,4,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
986,0,Male,0,1,51,14,Electronics,1606,3,2,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
987,1,Male,0,0,31,14,NewCar,3828,1,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
988,1,Male,0,0,45,7,Electronics,3551,4,3,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
989,0,Male,0,0,45,13,Electronics,250,4,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
990,-1,Female,0,0,22,4,Electronics,1097,3,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
991,1,Male,0,0,52,24,Business,3702,4,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
992,0,Female,0,0,27,30,Furniture,4168,4,2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1
993,1,Male,0,1,40,14,Retraining,250,4,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
994,1,Male,0,0,20,19,NewCar,250,4,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
995,1,Male,0,0,44,19,Furniture,2547,4,4,2,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
996,0,Female,0,0,39,17,Business,2649,4,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1
997,0,Female,0,0,19,30,Electronics,2519,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
998,1,Female,0,0,22,21,Education,6108,4,1,4,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
999,1,Male,0,1,37,12,NewCar,250,2,2,4,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1000,1,Male,0,1,32,24,Education,5027,4,4,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1001,1,Male,0,0,38,6,NewCar,1590,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1002,1,Male,0,0,41,28,Business,3111,2,1,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1003,0,Male,0,0,45,20,Retraining,5270,1,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1004,0,Male,0,1,35,30,Electronics,5119,4,4,2,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1
1005,0,Male,0,1,38,19,Other,1081,3,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1006,1,Male,0,1,36,7,NewCar,5454,3,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1007,1,Male,0,1,36,14,NewCar,2117,2,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1008,0,Male,0,1,35,6,NewCar,250,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
1009,1,Male,0,1,44,46,NewCar,7325,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1010,0,Male,0,1,38,45,NewCar,8290,4,4,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1011,1,Male,0,1,45,4,NewCar,1487,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1012,0,Male,0,1,19,42,Furniture,7324,4,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
1013,1,Male,0,1,46,22,Electronics,2173,4,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1014,1,Male,0,1,36,45,NewCar,4178,4,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1015,0,Male,0,1,24,58,Electronics,6817,4,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1016,1,Male,0,0,56,26,Electronics,3329,1,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1017,1,Female,0,0,47,8,Electronics,2801,2,3,2,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1018,1,Male,0,1,38,19,NewCar,3456,3,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1019,0,Female,0,0,23,34,Education,2983,4,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
1020,1,Male,0,0,34,9,Furniture,250,4,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1021,1,Male,0,1,36,19,Furniture,5646,2,2,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1022,1,Female,0,0,51,4,Electronics,1477,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1023,0,Male,0,0,36,27,Electronics,2994,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1024,0,Male,0,1,31,22,Electronics,3050,3,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1025,0,Male,0,1,34,19,UsedCar,3737,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1026,1,Male,0,1,19,13,NewCar,1451,4,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1027,1,Male,0,1,24,43,Electronics,3356,4,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1028,1,Female,0,0,27,6,Repairs,731,2,2,2,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1029,0,Male,0,0,32,20,Electronics,4599,2,4,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1030,0,Male,0,0,21,35,NewCar,4779,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
1031,0,Male,0,1,40,16,NewCar,3858,4,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1032,1,Male,0,1,26,9,Electronics,250,2,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1033,0,Male,0,0,32,15,NewCar,5661,4,4,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1034,1,Male,0,1,35,18,UsedCar,2587,2,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1035,0,Female,0,1,36,11,NewCar,250,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1036,1,Male,0,1,32,11,NewCar,2485,4,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1037,0,Male,0,0,30,34,Furniture,7190,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1038,1,Male,0,1,26,6,NewCar,3081,2,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1039,1,Female,0,0,27,21,Electronics,5589,2,3,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
1040,-1,Female,0,0,38,11,NewCar,4451,4,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1041,1,Male,0,1,53,11,Electronics,5610,2,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1042,1,Male,0,1,47,24,Electronics,4019,4,2,4,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1043,0,Male,0,1,42,32,Retraining,7136,1,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1044,-1,Male,0,1,39,30,Furniture,7877,2,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
1045,0,Male,0,1,32,7,Furniture,817,4,4,2,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
1046,-1,Female,0,0,31,43,Business,7234,4,2,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1
1047,0,Female,0,0,31,19,Furniture,1714,2,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1048,1,Male,0,0,19,21,Education,539,3,4,3,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1
1049,0,Male,0,1,47,30,Retraining,6031,2,4,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1050,1,Male,0,1,36,30,UsedCar,9095,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1051,0,Male,0,1,44,37,Furniture,10520,4,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1052,0,Female,0,0,38,27,Electronics,3574,3,4,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
1053,-1,Female,0,0,39,4,Furniture,815,2,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1054,-1,Male,0,0,37,35,UsedCar,5895,4,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1055,1,Male,0,1,49,21,Business,3161,3,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1056,0,Male,0,0,30,7,NewCar,2141,2,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1057,0,Male,0,0,32,16,NewCar,6171,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1058,1,Male,0,1,32,6,Furniture,250,4,4,4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1
1059,0,Male,0,1,43,48,NewCar,7419,4,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1060,-1,Male,0,0,28,39,UsedCar,5847,4,3,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1
1061,0,Male,0,0,54,23,NewCar,3868,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1062,-1,Female,0,0,31,26,Electronics,3536,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1063,1,Male,0,0,41,25,Furniture,6690,4,4,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
1064,0,Male,0,1,61,13,Electronics,966,4,3,4,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1065,1,Male,0,1,42,6,Furniture,3361,3,4,2,2,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1066,1,Female,0,0,36,7,Business,250,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1067,0,Male,0,0,42,14,Business,5117,1,2,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1068,1,Male,0,0,19,12,Retraining,2372,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1069,1,Male,0,0,39,20,Furniture,250,4,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1070,0,Male,0,1,33,12,Education,250,4,4,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
1071,0,Male,0,0,38,44,Electronics,6263,4,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1072,-1,Male,0,1,36,11,Business,2849,2,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1
1073,1,Male,0,1,44,43,NewCar,8129,4,4,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1074,1,Male,0,0,27,29,NewCar,2366,2,2,2,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1075,0,Male,0,1,26,21,NewCar,3005,4,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1076,-1,Male,0,0,28,25,Electronics,4627,4,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1077,1,Male,0,0,41,14,Furniture,738,4,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1078,0,Female,0,0,36,10,UsedCar,4452,4,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1079,-1,Male,0,0,31,10,NewCar,250,3,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1080,1,Male,0,1,56,10,Retraining,3016,3,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1081,-1,Male,0,1,23,23,Furniture,7450,4,4,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1082,1,Female,0,0,28,12,Retraining,3111,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1083,-1,Male,0,1,39,38,Electronics,7535,4,2,3,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1084,1,Female,0,0,39,14,NewCar,5755,3,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1085,-1,Male,0,0,49,34,Retraining,8183,2,4,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1086,-1,Male,0,1,40,13,NewCar,4643,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1087,1,Male,0,0,30,33,Electronics,8495,4,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1088,1,Female,0,0,26,5,Furniture,3482,3,4,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1
1089,-1,Male,0,1,32,27,UsedCar,250,2,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1090,1,Male,0,1,47,20,Furniture,5184,1,4,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1091,0,Male,0,1,50,18,Electronics,250,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1092,-1,Male,0,1,29,32,Electronics,3497,4,4,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1093,1,Female,0,0,52,37,UsedCar,4721,4,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1094,0,Male,0,0,43,4,UsedCar,5269,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1095,-1,Male,0,0,47,40,Electronics,7297,4,4,4,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1096,1,Female,0,0,50,17,NewCar,2258,4,4,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1
1097,1,Male,0,0,45,25,NewCar,4804,4,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1098,0,Male,0,0,40,40,NewCar,4436,4,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1099,0,Male,0,0,31,46,Retraining,7249,1,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1100,1,Female,0,0,49,4,NewCar,250,2,4,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1
1101,1,Male,0,0,51,18,Education,6034,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1102,1,Female,0,0,36,20,Retraining,2495,4,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1103,0,Male,0,1,47,12,NewCar,2953,2,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1104,1,Male,0,0,49,4,Electronics,2637,2,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
1105,1,Male,0,1,31,30,Business,7010,2,4,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1
1106,0,Male,0,1,38,16,Furniture,441,4,4,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1107,1,Male,0,0,24,19,UsedCar,1253,4,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1108,-1,Female,0,0,37,16,Electronics,1763,4,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1109,-1,Female,0,0,30,38,NewCar,6400,2,4,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1110,1,Male,0,0,26,19,NewCar,5248,1,2,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
1111,0,Male,0,1,19,49,Electronics,8524,4,3,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1
1112,1,Female,0,0,34,13,Electronics,1629,4,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1113,0,Male,0,0,22,32,NewCar,2538,4,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1114,1,Female,0,0,36,4,Electronics,250,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1115,0,Female,0,0,45,18,Education,4911,2,2,4,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1116,-1,Female,0,0,34,21,Electronics,2375,2,2,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
1117,0,Male,0,1,56,4,Electronics,2244,2,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1118,1,Male,0,1,36,13,NewCar,2312,1,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1119,1,Female,0,0,28,4,Furniture,250,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1120,1,Male,0,0,39,18,Electronics,325,2,1,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1121,1,Male,0,0,50,9,Furniture,1131,2,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1122,1,Female,0,0,29,9,NewCar,250,2,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1123,0,Male,0,1,40,40,Business,7668,3,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
1124,0,Male,0,0,38,28,Furniture,4477,4,4,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1125,1,Male,0,1,45,18,NewCar,4258,2,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1126,-1,Male,0,0,19,17,NewCar,3372,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1127,0,Male,0,1,28,25,NewCar,2278,4,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1128,0,Male,0,1,43,20,NewCar,7642,3,4,4,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
1129,-1,Male,0,0,31,30,Furniture,1216,4,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1
1130,0,Male,0,1,34,31,Electronics,9437,3,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1131,0,Female,0,0,29,17,Electronics,250,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1132,1,Female,0,0,43,16,Electronics,250,4,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1133,1,Male,0,0,21,26,Electronics,4183,4,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1134,1,Male,0,0,47,24,Furniture,2868,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1135,0,Male,0,1,30,19,NewCar,937,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1136,1,Female,0,1,41,31,Furniture,7658,2,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1137,0,Male,0,1,44,44,NewCar,8191,4,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1138,-1,Male,0,0,28,29,Retraining,3173,4,4,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1
1139,0,Male,0,1,38,4,NewCar,250,4,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1140,0,Male,0,1,36,32,NewCar,5226,4,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1141,1,Male,0,0,44,33,NewCar,5354,4,4,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1142,1,Male,0,0,19,30,Electronics,7844,3,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1143,1,Male,0,1,35,4,NewCar,250,3,3,1,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1144,1,Female,0,0,23,21,Education,2625,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1145,-1,Male,0,0,27,44,NewCar,2667,4,2,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1146,1,Male,0,0,19,13,Electronics,1309,3,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
