GoodCustomer,Gender,ForeignWorker,Single,Age,LoanDuration,PurposeOfLoan,LoanAmount,LoanRateAsPercentOfIncome,YearsAtCurrentHome,NumberOfOtherLoansAtBank,NumberOfLiableIndividuals,HasTelephone,CheckingAccountBalance_geq_0,CheckingAccountBalance_geq_200,SavingsAccountBalance_geq_100,SavingsAccountBalance_geq_500,MissedPayments,NoCurrentLoan,CriticalAccountOrLoansElsewhere,OtherLoansAtBank,OtherLoansAtStore,HasCoapplicant,HasGuarantor,OwnsHouse,RentsHouse,Unemployed,YearsAtCurrentJob_lt_1,YearsAtCurrentJob_geq_4,JobClassIsSkilled
1,Male,0,1,60,39,Retraining,1736,4,4,2,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1
1,Male,1,0,61,20,Electronics,3857,3,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,0,27,42,Furniture,2892,2,1,2,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1
-1,Male,0,1,23,33,HomeAppliances,3104,4,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,1,45,33,Business,1313,4,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1,Male,0,1,29,13,UsedCar,1358,3,2,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1
1,Male,0,0,23,4,Electronics,3863,3,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,Male,0,1,75,13,Retraining,4473,4,4,2,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0
1,Male,0,1,19,11,Education,2603,4,2,1,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,0,22,60,HomeAppliances,12976,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,Male,0,1,32,33,Electronics,1494,2,4,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,1,1
1,Male,0,1,30,36,Business,3578,2,1,2,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1
-1,Female,0,1,19,15,NewCar,3051,2,3,3,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1
1,Male,0,0,37,12,Business,6850,2,2,2,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
-1,Male,0,1,35,28,Repairs,9157,4,2,4,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1
1,Male,1,1,27,11,Other,2923,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-1,Male,0,0,41,40,NewCar,11054,2,3,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
-1,Male,0,1,43,14,Electronics,6229,1,4,3,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1
1,Male,1,0,31,36,NewCar,2404,4,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
1,Female,0,0,66,30,NewCar,1453,4,4,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1
-1,Male,1,0,49,30,Electronics,14027,2,2,4,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,1,43,39,Electronics,1987,4,4,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1
1,Male,0,0,36,42,Furniture,1455,1,4,1,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,1,50,72,Electronics,2473,4,4,2,2,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1,Male,1,0,62,54,Furniture,1882,4,4,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,Male,1,0,31,12,Electronics,5595,3,4,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
1,Male,0,1,48,27,NewCar,484,4,4,1,2,1,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,1
1,Female,0,1,27,6,Repairs,1288,2,4,4,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1
-1,Female,0,0,22,24,Education,14782,4,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
1,Male,0,1,67,20,Electronics,11328,2,2,4,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
1,Male,0,1,26,28,Electronics,1424,1,4,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,1,30,6,Retraining,3651,4,4,2,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1
1,Female,0,0,28,18,Electronics,4870,4,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Female,0,1,75,54,Business,9629,2,2,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1
1,Male,0,0,24,12,Retraining,2284,2,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,1,55,9,Electronics,2132,2,2,1,2,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,0,28,45,Repairs,900,4,4,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
-1,Female,0,1,23,48,Education,4280,4,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Female,1,0,67,54,Repairs,1670,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,1
1,Male,0,1,46,12,Electronics,2319,4,3,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
1,Male,0,0,36,6,Business,6110,4,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,0,37,18,Business,3939,2,3,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1
-1,Female,0,1,26,16,HomeAppliances,1532,2,4,1,1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1
1,Male,0,1,35,6,Furniture,2096,3,4,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1
1,Male,1,0,21,18,UsedCar,1979,4,3,3,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1
-1,Male,0,0,30,13,Business,1386,2,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
-1,Male,0,0,55,48,NewCar,3394,2,1,4,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
1,Male,0,1,75,12,Electronics,12680,3,3,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0
-1,Male,0,1,23,33,NewCar,2782,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1,Female,0,1,35,12,NewCar,3535,1,3,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
-1,Male,1,1,28,16,Electronics,1271,4,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,0,54,6,HomeAppliances,2476,2,3,1,2,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1
1,Male,0,1,27,28,Furniture,13756,4,4,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
1,Male,0,0,68,54,Furniture,12749,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,Male,0,0,58,13,Electronics,3749,3,2,2,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1
1,Male,1,0,68,27,Electronics,8072,2,3,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1,Male,1,1,22,6,Furniture,1246,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
1,Male,0,0,30,60,Electronics,717,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,0,33,12,Repairs,1262,4,4,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1
1,Male,0,0,22,36,Business,2028,4,2,2,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,0,45,54,Business,672,1,4,3,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1
1,Male,0,1,33,12,Business,931,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,Male,0,0,61,24,NewCar,12749,1,4,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
1,Male,1,1,32,13,NewCar,3414,4,4,4,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1
1,Male,0,0,38,10,NewCar,2241,3,4,2,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,Male,0,0,33,9,Electronics,2326,2,4,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0
-1,Male,0,1,50,42,Repairs,4272,4,1,3,1,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
-1,Male,1,1,29,45,Furniture,2728,2,4,2,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1
1,Male,0,0,23,12,Repairs,2319,4,4,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,Male,0,0,32,6,UsedCar,3568,2,4,2,2,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1
1,Female,0,0,42,16,Electronics,1207,3,2,3,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1
1,Female,0,0,28,26,NewCar,3573,4,4,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
1,Male,0,0,62,12,Furniture,3249,2,4,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1,Male,1,1,22,21,UsedCar,1913,1,4,3,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
-1,Male,1,0,56,48,Business,2030,4,2,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1
-1,Male,0,1,68,12,Education,2302,4,3,3,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1
1,Male,0,1,49,33,NewCar,2415,2,4,3,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,Female,0,0,47,9,Business,682,4,4,4,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1,Male,0,0,59,20,Electronics,3578,4,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1
-1,Female,0,1,55,14,Electronics,1905,4,4,2,2,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
1,Male,0,0,44,48,Furniture,11938,4,2,3,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,1
1,Male,0,1,33,48,NewCar,2325,4,4,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,1,31,42,Repairs,2538,4,4,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0
1,Male,0,0,19,60,Business,3949,4,1,4,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Male,0,1,45,45,Furniture,2864,4,2,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Male,0,0,33,42,Business,4454,2,4,1,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1
1,Female,0,1,37,20,Electronics,4716,1,4,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1
1,Male,0,1,40,54,Furniture,11998,4,4,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1,Male,0,1,55,30,Education,2570,4,4,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,Male,0,1,50,42,Repairs,1185,4,2,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,Male,0,0,56,9,UsedCar,1239,1,4,1,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1
-1,Male,0,1,51,47,HomeAppliances,2578,4,4,2,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
-1,Male,0,1,45,28,Other,2353,4,2,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1
-1,Female,0,1,49,10,Other,700,2,4,4,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
-1,Female,0,1,59,6,Furniture,12389,4,4,1,2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1
1,Female,0,0,36,48,Repairs,1322,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0
1,Female,0,0,22,6,Electronics,3416,1,4,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Male,0,1,74,48,Education,10144,4,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1
1,Female,0,0,40,24,Furniture,5103,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Male,0,1,35,9,UsedCar,6289,2,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,Male,0,0,41,39,Business,2767,4,1,3,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1
-1,Male,0,1,50,18,Electronics,4594,4,4,3,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0
1,Male,0,1,63,18,Furniture,1927,1,2,3,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
1,Male,1,0,36,12,Business,3368,4,4,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
-1,Male,0,1,23,24,Business,2613,3,3,3,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,1,53,4,NewCar,7476,4,2,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,Female,0,0,43,12,Electronics,1546,3,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
-1,Female,0,0,27,42,Electronics,1860,3,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,Male,1,1,26,4,Other,1238,1,4,4,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0
1,Male,0,1,20,7,Furniture,652,1,3,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1,Female,0,1,48,12,Furniture,5511,1,4,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
-1,Female,0,1,39,6,NewCar,5771,4,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
-1,Male,0,0,44,24,NewCar,750,2,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,Male,0,0,57,18,Retraining,1898,3,3,2,2,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1
-1,Male,0,1,68,14,NewCar,2622,3,4,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1
-1,Male,0,1,21,48,Furniture,2957,4,3,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1,Male,0,0,37,14,UsedCar,1965,1,1,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1
1,Male,1,1,23,4,Other,1412,4,4,2,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
1,Female,0,1,53,6,Education,672,3,4,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,Male,1,0,52,14,NewCar,707,3,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,Male,0,1,62,24,Electronics,754,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1
1,Male,0,1,53,18,NewCar,6078,4,4,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1
1,Male,0,0,42,72,Business,1149,4,4,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1
-1,Male,0,0,65,24,HomeAppliances,2445,4,4,2,1,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0
-1,Female,1,1,47,12,Electronics,7472,1,4,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1
1,Female,0,1,34,18,HomeAppliances,9566,1,2,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1
1,Male,0,1,44,30,Other,4605,4,1,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1
1,Female,0,1,28,72,Electronics,6836,4,2,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
1,Female,0,0,35,20,UsedCar,3594,4,2,1,2,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,Female,0,1,28,11,UsedCar,4788,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,1,21,30,Retraining,1301,3,2,4,2,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1
-1,Female,0,1,61,20,NewCar,662,1,4,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1
1,Male,0,1,26,30,Retraining,1412,3,4,2,2,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
1,Male,0,1,27,33,Retraining,3496,4,4,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
1,Male,0,0,31,24,NewCar,1028,4,3,2,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1
1,Male,0,1,63,11,Electronics,1495,2,2,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,Male,0,1,56,30,Education,4795,4,4,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
1,Male,0,1,23,15,Retraining,3676,4,4,4,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0
1,Female,0,1,45,45,UsedCar,763,4,4,4,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Male,1,1,28,15,NewCar,4746,4,2,2,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1
1,Male,0,1,50,36,Furniture,4843,2,3,3,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1,Male,0,1,33,27,UsedCar,1530,1,3,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
-1,Female,0,1,50,36,UsedCar,1413,4,1,2,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1
1,Male,0,1,64,13,Business,2121,2,4,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0
1,Male,0,1,46,6,UsedCar,2210,1,2,2,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1
-1,Male,0,1,26,15,Furniture,907,3,1,4,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
1,Male,1,1,56,28,Repairs,1655,4,4,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1
1,Female,0,0,33,47,Repairs,2249,2,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
-1,Female,0,1,20,54,Business,902,1,4,2,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1
1,Female,0,1,19,33,Electronics,1282,3,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Male,0,0,75,30,Furniture,1175,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,Male,1,1,45,10,Electronics,2515,1,4,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
1,Female,0,0,42,27,Electronics,4454,4,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,Male,1,1,41,9,Retraining,1376,1,4,4,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1
-1,Male,0,1,70,54,Furniture,626,2,3,2,1,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1
1,Male,0,1,27,60,Education,1755,4,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
1,Female,0,1,39,28,Other,1520,2,4,4,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0
1,Male,0,1,48,30,Electronics,1851,4,4,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,1
1,Male,0,0,43,7,HomeAppliances,3512,4,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,Male,0,0,36,16,Retraining,1525,4,4,2,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
1,Female,1,0,46,16,Furniture,2186,2,2,4,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
1,Male,0,0,23,8,NewCar,626,4,4,1,2,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,1
1,Male,0,0,38,39,Furniture,3565,4,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,1,41,30,Electronics,5866,4,1,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,Male,1,1,33,18,NewCar,629,4,4,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0
-1,Male,0,1,46,6,Furniture,3868,2,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Female,0,0,43,9,Electronics,3844,4,3,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1
1,Male,0,1,30,12,Business,1287,1,4,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1
1,Male,1,1,39,33,Electronics,3031,4,4,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,Female,0,1,28,6,Other,6199,4,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1
1,Male,0,0,26,30,Education,1200,3,2,1,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
-1,Male,0,0,75,10,UsedCar,5103,4,2,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0
1,Male,0,0,28,6,Business,1138,4,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,1
1,Male,1,1,60,10,Electronics,6458,2,2,2,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,0,29,15,Furniture,3749,4,2,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0
1,Male,0,1,56,28,NewCar,3527,4,4,2,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Male,1,0,33,27,Furniture,1721,4,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1
-1,Male,1,0,68,18,Furniture,2578,4,4,1,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1
1,Male,0,0,36,12,NewCar,2901,3,4,4,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,1
-1,Male,0,0,75,6,NewCar,3863,2,2,1,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-1,Male,0,0,58,10,Repairs,2121,3,1,3,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,1
1,Male,0,1,32,33,Electronics,4221,4,4,2,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
-1,Male,0,1,34,6,Furniture,666,4,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
-1,Female,0,1,20,16,NewCar,3527,4,3,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
-1,Male,1,1,41,15,Retraining,1537,1,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Male,0,0,49,27,Business,1038,1,2,3,2,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,1
-1,Male,1,1,63,4,Furniture,1924,1,3,2,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Female,0,1,37,5,NewCar,4139,2,3,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
1,Female,1,1,52,54,NewCar,6615,1,2,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Female,0,1,66,54,Repairs,8065,1,2,2,1,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,1
1,Female,0,1,35,54,Business,1322,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
1,Male,0,0,32,7,Electronics,2303,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,Male,0,1,41,8,Business,2759,4,2,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1,Male,0,1,27,9,Business,902,4,3,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
1,Male,1,1,23,6,Business,2073,4,4,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
1,Male,1,1,56,30,Electronics,3749,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
-1,Male,0,1,59,54,NewCar,2028,4,4,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,1
1,Female,0,0,31,7,NewCar,4679,2,4,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1
-1,Male,1,0,46,22,Electronics,8471,4,2,1,1,0,1,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1
1,Male,0,0,20,11,Electronics,3049,4,4,2,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1
1,Male,0,0,40,12,NewCar,1680,4,4,2,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1,Male,1,0,36,4,Furniture,3059,4,2,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,Male,0,1,21,15,NewCar,4746,2,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,Male,0,0,42,12,Repairs,2578,4,4,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1
1,Male,0,0,30,15,Business,4020,2,4,2,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0
1,Male,1,0,35,6,Furniture,2697,4,4,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1
1,Male,0,1,37,13,NewCar,15672,4,2,4,1,0,1,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1
1,Male,0,1,30,15,Electronics,3573,4,4,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
-1,Male,0,1,37,22,NewCar,2835,4,4,3,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
-1,Female,0,0,41,8,Business,2359,2,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1
