GoodCustomer,Gender,ForeignWorker,Single,Age,LoanDuration,PurposeOfLoan,LoanAmount,LoanRateAsPercentOfIncome,YearsAtCurrentHome,NumberOfOtherLoansAtBank,NumberOfLiableIndividuals,HasTelephone,CheckingAccountBalance_geq_0,CheckingAccountBalance_geq_200,SavingsAccountBalance_geq_100,SavingsAccountBalance_geq_500,MissedPayments,NoCurrentLoan,CriticalAccountOrLoansElsewhere,OtherLoansAtBank,OtherLoansAtStore,HasCoapplicant,HasGuarantor,OwnsHouse,RentsHouse,Unemployed,YearsAtCurrentJob_lt_1,YearsAtCurrentJob_geq_4,JobClassIsSkilled
1,Male,0,0,35,25,Education,1519,2,4,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,Male,0,0,74,42,Other,250,4,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,Male,0,0,49,24,Education,10343,4,4,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
1,Male,0,1,32,26,Business,8054,4,3,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0
1,Male,0,0,27,19,Other,3613,2,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
-1,Female,1,0,45,20,Electronics,1668,1,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,Male,0,0,39,25,Business,250,3,4,1,2,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1,Female,0,0,19,21,Education,250,3,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
1,Male,0,0,19,22,Furniture,6772,4,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
1,Male,0,0,28,47,UsedCar,15136,2,1,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0
1,Male,0,0,64,27,Electronics,882,3,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1,Male,0,1,75,26,Furniture,9487,3,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,Female,0,0,35,22,UsedCar,13875,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,Male,0,1,19,22,Electronics,1608,2,2,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,Male,0,0,61,44,Furniture,8774,4,4,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Male,0,0,47,15,Electronics,3499,3,4,1,2,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1
-1,Male,0,1,30,9,UsedCar,4179,1,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,Male,0,0,21,13,Business,4293,4,4,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1,Female,0,1,28,4,Electronics,1109,4,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,Male,0,1,60,48,Education,10794,3,4,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,Male,0,0,49,20,Education,3181,4,2,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1
1,Female,0,0,19,19,Electronics,3031,2,2,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1
-1,Male,0,1,19,14,Electronics,1369,4,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1,Male,0,0,31,13,NewCar,3250,4,2,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
1,Male,0,1,50,26,Education,250,3,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1,Male,0,0,42,24,NewCar,2555,2,4,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1
-1,Female,0,0,26,24,NewCar,250,4,2,1,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
-1,Male,0,0,19,40,NewCar,2172,2,1,1,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,Male,0,0,19,23,Furniture,344,4,4,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
1,Male,0,0,43,26,Repairs,437,2,3,1,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,0,0,1,0
1,Male,0,1,19,10,NewCar,3444,4,2,1,1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0
1,Female,0,0,19,21,UsedCar,3413,2,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
-1,Male,0,0,35,4,NewCar,8007,4,1,4,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1
1,Male,0,0,75,28,Electronics,405,2,3,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
1,Male,0,0,40,72,Other,2359,3,4,1,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0
1,Male,0,0,19,14,Electronics,2233,4,2,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
1,Male,0,0,32,8,Electronics,6331,2,3,2,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
1,Female,0,0,75,23,HomeAppliances,3240,4,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,0,64,4,Electronics,5241,4,4,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
-1,Male,0,0,25,22,UsedCar,2404,2,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
-1,Male,0,1,49,21,NewCar,1406,2,4,1,2,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
1,Male,0,1,19,28,Electronics,250,4,2,2,2,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
1,Male,0,0,27,23,Business,3456,2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,1,38,16,Furniture,3131,2,2,1,2,1,1,0,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1
1,Male,0,0,49,28,Furniture,3529,2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,Male,0,1,43,14,UsedCar,3289,2,4,2,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
-1,Male,0,0,45,22,Education,3169,4,4,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
1,Male,0,0,37,16,Electronics,1258,4,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0
1,Male,0,1,75,20,Electronics,2226,1,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1,Female,0,0,75,21,Furniture,2962,2,3,2,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Female,0,1,41,49,Electronics,2272,2,3,2,2,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1,Female,0,0,34,72,Furniture,2910,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,Female,1,0,19,27,Furniture,1964,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,Male,0,0,19,25,Electronics,687,3,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-1,Female,0,0,40,8,Electronics,250,1,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1
1,Male,0,0,56,19,Electronics,936,4,4,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
1,Female,0,1,57,18,Business,4759,2,4,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,Male,0,1,30,48,NewCar,250,1,2,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,Male,0,1,51,72,Furniture,6535,2,4,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1,Female,0,0,52,55,Electronics,2976,2,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
-1,Male,0,0,19,16,Electronics,2853,2,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1
1,Male,0,0,19,21,Electronics,1854,2,4,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,0,36,25,Electronics,1879,3,4,2,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
-1,Male,0,1,45,23,UsedCar,2665,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Female,0,0,36,38,UsedCar,250,1,4,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,Male,0,0,52,26,Electronics,250,1,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,0,38,72,Electronics,1974,2,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,0,49,21,Electronics,995,3,4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Male,0,0,31,30,Electronics,250,3,4,1,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1
1,Male,0,0,34,10,NewCar,871,4,3,2,2,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
1,Male,0,1,35,67,Business,250,4,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,Male,0,0,58,20,Electronics,1272,1,4,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
1,Male,0,0,42,47,HomeAppliances,250,4,3,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1
1,Male,0,1,49,47,NewCar,6578,2,4,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1,Male,0,0,19,41,Business,250,2,4,1,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1
1,Male,0,0,48,22,Education,3424,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,Male,0,0,60,26,Electronics,2980,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Female,0,0,35,24,Repairs,1824,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
-1,Male,0,0,19,4,Electronics,250,2,4,1,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
1,Female,0,0,35,25,Education,250,2,4,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1
1,Female,0,1,75,25,Electronics,3026,4,4,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
-1,Male,0,0,20,20,Electronics,2190,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Male,0,1,49,27,Education,1241,2,4,1,2,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
1,Male,0,1,67,32,Business,1520,4,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
-1,Male,0,0,68,26,NewCar,2990,3,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1
1,Female,0,0,45,48,UsedCar,6232,2,4,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1
-1,Female,0,0,24,4,UsedCar,250,4,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
-1,Male,0,0,31,9,UsedCar,2592,2,3,1,2,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
1,Female,0,0,19,23,Business,5276,4,4,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
-1,Male,0,1,49,29,Electronics,337,1,4,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
-1,Male,0,1,26,20,Business,5509,2,2,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,Female,0,1,75,15,Electronics,250,1,4,1,2,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
1,Male,0,1,28,26,NewCar,1139,2,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
-1,Male,0,0,28,23,Electronics,250,3,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
-1,Female,0,0,62,25,Electronics,250,1,2,1,2,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1
-1,Male,0,1,36,28,Business,250,1,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,Male,0,0,35,23,Electronics,694,4,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,Male,0,1,37,28,Electronics,1151,1,3,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,Male,0,0,19,25,Business,250,2,4,2,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1
1,Male,0,0,19,23,Electronics,374,1,3,1,2,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,Female,0,0,19,16,Business,2337,3,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,Male,0,0,21,28,NewCar,18424,2,2,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,0,21,36,Business,330,1,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
-1,Male,0,0,31,51,NewCar,2433,4,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1
1,Male,0,0,37,19,NewCar,3318,4,2,2,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
1,Male,0,0,33,42,Electronics,408,4,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1,Male,0,0,20,4,NewCar,2745,2,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
1,Male,0,0,31,47,Education,250,4,4,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
1,Male,0,0,42,24,Electronics,4254,4,4,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1,Male,0,0,25,4,NewCar,396,1,4,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1
1,Male,0,0,29,22,NewCar,250,2,4,1,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0
1,Female,0,0,19,19,Repairs,3488,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
1,Female,1,1,20,18,UsedCar,18424,1,4,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,Male,0,1,53,18,NewCar,1906,1,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
-1,Male,0,1,34,28,Electronics,5896,4,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,Female,0,0,51,28,Electronics,718,2,4,2,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1
1,Male,0,0,54,29,Business,296,4,4,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,Male,0,0,31,11,Electronics,250,4,4,2,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1
1,Male,0,0,75,27,Electronics,3452,2,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,1
1,Male,0,0,47,25,Education,1084,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
-1,Female,0,0,40,24,Electronics,9574,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1
1,Male,0,0,51,29,Electronics,2348,3,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1
-1,Male,0,1,54,4,Electronics,2170,3,4,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,Female,0,1,49,27,UsedCar,2601,2,4,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0
1,Male,0,1,54,23,Education,250,2,4,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
1,Female,0,0,41,22,Electronics,564,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0
1,Male,0,0,24,21,Electronics,9042,2,4,1,2,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
1,Female,0,1,24,23,Electronics,2056,3,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
1,Male,0,0,24,27,Electronics,2728,2,4,2,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
1,Male,1,0,19,27,Furniture,12282,3,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,0,49,36,Electronics,1750,4,4,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
1,Female,0,0,42,28,Furniture,5245,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
-1,Male,0,1,19,22,Electronics,250,1,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
1,Male,0,0,38,7,Business,3314,4,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1,Female,0,0,75,23,Electronics,608,4,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
-1,Female,0,1,21,45,Repairs,1240,1,2,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
1,Male,0,0,36,27,Electronics,10264,4,4,1,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1
1,Male,0,0,21,19,Business,2506,2,1,1,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1
1,Male,0,0,41,24,Electronics,2593,4,4,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0
1,Male,0,0,49,35,NewCar,1674,4,2,2,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,Male,0,1,67,24,Electronics,5193,2,2,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0
1,Male,0,0,19,21,Retraining,2926,2,4,1,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
1,Male,0,1,21,28,NewCar,250,4,2,2,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,1,19,31,NewCar,2445,4,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1,Female,0,0,51,25,UsedCar,2567,4,3,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,Male,0,0,59,15,NewCar,250,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,Male,0,0,27,44,Furniture,250,2,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
1,Male,0,1,33,31,Electronics,1401,1,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Male,0,0,61,27,Electronics,1030,4,4,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,Male,0,0,57,38,Electronics,2881,2,2,1,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,Female,0,1,33,69,Electronics,2668,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
1,Female,0,0,50,27,Electronics,16180,2,1,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
1,Female,0,0,45,20,Electronics,2315,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1
-1,Male,0,1,28,25,Electronics,12087,4,4,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1
1,Female,0,1,39,25,UsedCar,1767,2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
-1,Male,0,0,35,68,Electronics,250,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,0,49,23,UsedCar,6182,4,2,1,2,1,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,1
1,Male,0,0,29,5,Electronics,12355,2,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0
1,Female,0,0,21,27,Electronics,6869,4,4,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
1,Female,0,0,56,20,HomeAppliances,4786,4,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
-1,Male,0,1,19,20,Business,3462,4,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,Male,0,0,75,23,Electronics,17783,4,2,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1,Female,0,0,38,23,Education,3128,4,4,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
1,Female,0,0,35,23,Furniture,1523,4,3,1,2,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,Male,0,1,47,19,UsedCar,3434,2,4,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
-1,Male,0,0,36,23,Electronics,250,4,4,2,1,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,1,0
1,Male,0,0,25,5,NewCar,250,2,2,1,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1,Male,0,0,32,20,Furniture,250,2,1,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
1,Male,0,0,68,26,Business,619,3,4,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,Male,0,1,27,49,Furniture,1901,4,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,Male,0,1,75,4,Electronics,1951,2,4,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,Male,0,0,40,51,HomeAppliances,3189,1,4,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Male,0,1,19,4,Education,511,2,3,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1
1,Male,0,0,74,16,Furniture,250,3,4,2,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
-1,Male,0,0,41,28,Education,5044,1,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
1,Female,0,0,57,4,Electronics,250,2,3,1,2,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0
1,Male,0,1,69,26,NewCar,250,1,4,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Male,0,0,19,11,Business,4309,4,4,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,Male,0,0,19,44,Electronics,977,4,4,1,2,0,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0
1,Female,0,1,34,72,Electronics,792,3,2,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
-1,Male,0,0,23,28,NewCar,1879,2,2,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1
1,Male,0,0,28,9,UsedCar,1083,2,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
1,Male,0,1,23,26,Electronics,3340,1,4,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1
1,Female,0,1,36,8,Electronics,18424,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,Female,0,1,62,18,NewCar,2930,4,4,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1
1,Female,0,0,19,11,Electronics,10053,4,3,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1
-1,Male,0,1,75,28,Electronics,8179,4,4,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1
-1,Female,0,0,19,25,UsedCar,250,4,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0
1,Male,0,1,48,6,Electronics,3217,4,2,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1
1,Male,0,0,36,24,Education,441,3,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
-1,Male,0,0,19,53,Electronics,3344,4,4,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
1,Male,0,0,19,22,Business,483,3,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0
1,Male,0,1,75,26,Electronics,250,1,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
1,Male,0,0,75,4,Business,250,2,4,1,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Female,0,0,22,8,UsedCar,2860,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,Male,0,1,19,72,Business,3111,2,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
1,Male,0,0,19,22,Electronics,2994,1,3,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
1,Male,0,1,20,50,Electronics,250,2,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,0,65,21,Electronics,3245,1,3,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
1,Male,0,1,19,25,Electronics,2869,4,3,1,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
1,Female,0,0,44,27,Other,250,2,3,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1
1,Female,0,1,48,30,Electronics,250,1,4,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
1,Male,0,0,35,13,Business,1077,3,4,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,1,1
1,Female,0,0,36,4,Electronics,375,2,3,1,2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
-1,Female,0,0,75,28,NewCar,250,1,1,2,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
1,Female,0,0,61,27,NewCar,2690,4,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,Female,0,1,19,20,UsedCar,1989,2,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
-1,Female,0,0,21,20,Electronics,1245,2,4,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
1,Male,0,0,48,70,NewCar,865,4,4,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,1,0,51,29,HomeAppliances,250,3,4,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
1,Male,0,0,28,25,Electronics,1665,1,2,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0
