GoodCustomer,Gender,ForeignWorker,Single,Age,LoanDuration,PurposeOfLoan,LoanAmount,LoanRateAsPercentOfIncome,YearsAtCurrentHome,NumberOfOtherLoansAtBank,NumberOfLiableIndividuals,HasTelephone,CheckingAccountBalance_geq_0,CheckingAccountBalance_geq_200,SavingsAccountBalance_geq_100,SavingsAccountBalance_geq_500,MissedPayments,NoCurrentLoan,CriticalAccountOrLoansElsewhere,OtherLoansAtBank,OtherLoansAtStore,HasCoapplicant,HasGuarantor,OwnsHouse,RentsHouse,Unemployed,YearsAtCurrentJob_lt_1,YearsAtCurrentJob_geq_4,JobClassIsSkilled
1,Female,1,0,37,13,NewCar,953,3,3,1,1,0,0,0,0.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
1,Male,0,0,43,19,Electronics,1953,4,3,2,1,1,0,0,1.0,1,1,0,1,0,0,0,0,1,0,0,0,1,1
1,Female,0,0,34,15,UsedCar,857,4,3,2,1,1,1,0,0.0,0,1,0,1,0,0,0,0,1,1,0,0,1,1
0,Male,0,1,27,15,Electronics,2506,2,1,2,1,0,0,0,0.0,0,1,0,1,0,0,0,1,1,0,0,1,0,1
1,Male,0,1,33,10,Furniture,633,3,3,2,1,0,0,0,1.0,1,1,0,1,0,0,0,0,1,0,0,0,1,1
0,Male,0,0,43,15,NewCar,573,3,3,1,1,0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
-1,Female,0,0,49,26,NewCar,4538,1,2,2,1,1,1,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
-1,Male,0,1,35,12,Electronics,4803,2,2,2,1,1,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
1,Female,0,0,25,29,UsedCar,3507,2,3,1,1,0,1,0,1.0,0,1,0,1,1,0,0,0,1,0,0,1,0,0
-1,Male,0,0,23,26,UsedCar,5477,1,1,1,1,0,0,0,1.0,0,1,0,0,1,0,0,0,0,0,0,1,0,1
0,Male,0,1,41,20,Electronics,1108,4,2,2,2,1,0,0,1.0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
-1,Male,0,0,23,19,Electronics,1275,4,1,2,1,0,1,0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
0,Male,0,1,32,24,Electronics,2753,2,4,2,1,1,0,0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,1,1
-1,Female,0,0,40,27,NewCar,1614,3,3,2,1,0,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,Male,0,1,49,37,Electronics,4894,3,2,2,2,0,1,0,0.0,0,1,0,1,1,0,0,0,1,0,0,0,1,1
0,Male,0,0,28,39,Electronics,5487,3,2,1,1,1,0,0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,1
-1,Female,0,0,41,23,Electronics,2544,3,3,1,1,1,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,Male,0,1,43,11,NewCar,1058,4,2,1,1,0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,Male,0,1,45,6,Electronics,612,3,3,1,1,0,0,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,Female,0,0,32,12,Electronics,3112,2,1,1,1,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,Male,0,1,51,26,NewCar,3499,1,4,2,1,1,1,0,0.0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
0,Male,0,1,36,18,NewCar,5900,2,2,2,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,1,0
0,Female,0,1,20,15,Electronics,3786,2,1,2,1,0,1,0,0.0,0,1,0,0,0,0,0,0,1,1,0,1,1,1
0,Male,0,1,36,19,Furniture,1929,3,2,2,1,0,0,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
0,Male,0,1,30,30,UsedCar,7572,2,2,2,1,1,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
1,Male,0,0,27,8,Electronics,3056,2,2,1,1,0,1,0,1.0,1,1,0,1,1,0,0,0,1,0,1,0,0,0
1,Male,0,0,32,7,Furniture,937,2,3,1,1,1,0,0,0.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0
0,Female,0,0,40,6,Furniture,639,4,2,2,1,0,0,0,1.0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
0,Female,0,0,33,25,NewCar,1021,4,4,1,2,1,0,0,0.0,0,1,0,0,0,0,0,0,1,1,0,1,0,1
1,Male,0,1,20,9,Education,3460,3,1,1,1,0,0,0,0.0,0,1,0,0,1,0,0,0,1,0,0,1,1,1
1,Male,0,1,52,24,Business,3789,3,4,1,2,1,1,0,1.0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
1,Male,0,0,42,11,Electronics,2207,2,2,1,1,0,1,0,1.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0,Male,0,1,29,8,Business,1053,2,3,1,1,0,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
-1,Female,0,0,28,49,UsedCar,7118,2,3,1,1,1,1,0,1.0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
0,Male,0,1,51,7,NewCar,2954,3,3,2,1,1,1,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
-1,Male,0,1,20,6,Electronics,295,4,3,2,1,0,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,1,1
0,Female,0,1,24,31,NewCar,6377,3,4,1,1,1,1,0,1.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1
1,Female,0,1,38,8,Electronics,5030,2,4,2,1,1,0,0,0.0,0,1,0,0,1,0,0,0,0,1,0,1,0,1
-1,Male,0,0,45,11,NewCar,3322,4,4,1,1,1,0,0,1.0,0,1,0,0,1,0,0,0,1,0,0,0,0,1
-1,Male,0,0,30,37,Electronics,7180,2,1,2,2,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-1,Male,0,1,37,36,Electronics,1934,4,4,2,1,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
0,Male,0,1,34,30,NewCar,5918,3,2,2,1,1,1,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
1,Male,0,0,25,7,NewCar,4970,3,2,2,1,1,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1,Female,0,0,39,16,NewCar,5304,1,4,1,2,0,0,0,1.0,1,1,0,0,0,0,0,0,1,1,0,0,1,1
1,Male,0,1,47,38,Electronics,5590,3,1,1,1,0,1,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0,Male,0,0,61,22,Business,1066,2,2,1,1,0,1,0,1.0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,Male,0,1,56,19,UsedCar,6240,1,4,1,2,1,0,0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
0,Male,0,1,25,12,Furniture,1237,3,1,2,1,1,1,0,0.0,0,1,0,1,1,0,0,0,1,0,0,0,0,1
1,Male,0,1,37,47,Furniture,6927,3,1,2,1,1,0,0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,0,1
1,Female,0,1,25,25,Furniture,4903,2,3,1,1,1,0,0,0.0,0,1,0,0,0,0,0,0,1,0,1,1,0,1
1,Male,0,1,63,7,UsedCar,5293,1,4,3,1,1,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
-1,Male,0,1,38,11,Furniture,2606,4,3,2,2,0,0,0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
0,Male,0,1,52,9,NewCar,690,3,3,2,1,0,0,0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,1,1
0,Female,0,1,20,15,Education,2404,2,1,2,1,1,1,0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1,Female,0,0,25,10,Electronics,2545,3,2,1,2,0,1,0,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
0,Female,0,0,47,36,Education,3917,4,2,1,1,1,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-1,Female,0,0,29,37,Furniture,6016,3,4,1,1,1,0,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,Female,0,1,30,32,Electronics,3958,3,3,1,1,0,0,0,0.0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
1,Female,0,0,32,5,Furniture,3865,1,1,1,1,0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,Male,0,1,31,30,Furniture,5041,2,1,1,2,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
-1,Male,0,1,22,40,Electronics,5822,1,4,2,2,1,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
0,Male,0,1,59,22,Business,5775,2,3,1,2,1,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,Male,0,1,41,19,Electronics,4569,1,2,1,2,0,1,0,0.0,0,1,0,0,1,0,0,0,1,1,0,0,1,1
0,Female,0,0,24,17,NewCar,1896,3,3,1,1,1,1,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Male,0,1,22,45,NewCar,7618,3,4,1,1,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
-1,Male,0,0,38,16,Education,2803,3,4,1,1,1,1,0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
-1,Male,0,1,43,39,UsedCar,8811,3,3,2,1,1,0,0,0.0,0,1,0,1,0,0,0,0,1,0,0,1,1,1
0,Male,0,1,35,18,Retraining,1495,3,3,3,2,0,0,0,1.0,1,0,0,1,0,0,0,0,1,0,0,1,1,1
0,Female,0,0,29,5,Furniture,783,2,3,1,1,0,1,0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
0,Male,0,1,40,45,Repairs,10112,3,4,3,2,1,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
1,Male,0,0,69,15,HomeAppliances,6692,3,3,1,1,1,0,0,0.0,1,1,0,0,0,0,0,0,1,0,1,0,1,1
0,Female,0,1,20,16,Business,3252,2,3,1,2,0,0,0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
0,Male,0,1,36,14,Furniture,6447,3,4,1,2,0,0,0,0.0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
-1,Male,0,1,33,31,Furniture,4225,3,3,2,2,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0,Female,0,0,34,4,Electronics,2143,1,1,1,1,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,Male,0,1,44,27,UsedCar,5223,3,3,2,1,1,0,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
1,Male,0,1,39,11,UsedCar,4309,4,3,2,1,1,1,0,0.0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
1,Male,0,1,57,31,Furniture,7562,4,2,1,1,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,1,1
0,Male,0,0,24,11,NewCar,949,3,3,1,1,0,1,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,Male,0,0,28,26,Electronics,2934,2,1,1,1,0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,Male,0,1,25,25,Furniture,2839,3,2,1,2,0,1,0,1.0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
1,Female,0,0,49,5,Electronics,744,2,3,1,1,0,1,0,0.0,0,1,0,1,0,0,0,0,1,0,0,1,1,0
-1,Male,0,0,32,4,Furniture,1116,3,2,2,1,0,0,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
1,Female,0,0,44,15,Electronics,958,3,3,1,1,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
-1,Male,0,1,41,48,Furniture,5361,3,3,2,1,1,1,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
0,Male,0,1,41,32,NewCar,3726,3,3,1,1,1,0,0,1.0,1,1,0,1,1,0,0,0,1,0,0,0,1,1
0,Male,0,0,21,12,Electronics,3601,2,4,2,1,0,1,0,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
1,Female,1,0,23,28,NewCar,4813,4,3,1,1,1,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
1,Female,0,0,25,21,NewCar,3633,1,2,2,1,0,1,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
0,Female,0,0,23,7,Electronics,4939,2,1,1,1,1,0,0,0.0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
0,Female,0,1,46,4,Electronics,623,3,2,1,2,1,1,0,0.0,0,1,0,1,0,0,0,0,1,0,1,1,1,1
1,Male,0,1,38,9,UsedCar,3153,1,2,1,2,1,0,0,0.0,0,1,0,0,0,0,0,0,1,1,0,1,1,1
-1,Male,0,0,19,21,NewCar,5893,1,1,1,2,0,1,0,1.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
0,Female,0,0,28,15,UsedCar,1490,2,2,3,1,0,0,0,0.0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
1,Male,0,1,46,33,Electronics,3844,4,4,2,1,1,0,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
0,Male,0,0,39,14,Repairs,2339,2,3,1,2,0,0,1,1.0,0,1,1,0,1,0,0,0,1,0,0,1,1,1
-1,Female,0,0,49,17,Other,747,3,3,2,1,1,1,0,1.0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
1,Male,0,0,38,22,Electronics,2534,2,2,1,1,0,1,0,1.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
1,Male,0,1,46,18,NewCar,4537,2,4,1,1,0,0,0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
0,Male,0,0,31,39,UsedCar,2949,4,3,1,1,1,1,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
-1,Female,0,0,41,34,Furniture,8443,3,4,2,1,1,1,0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
1,Male,0,1,47,17,Electronics,3607,2,4,2,2,1,1,0,1.0,1,1,0,1,0,0,0,0,0,0,0,0,1,0
1,Female,0,0,22,9,UsedCar,1400,3,2,1,1,0,1,0,1.0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
0,Female,0,0,32,22,Electronics,534,3,2,2,1,0,1,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
-1,Female,0,0,36,33,Business,5577,4,3,1,1,1,0,0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,1
0,Male,0,0,20,27,Electronics,2892,4,1,1,1,1,1,0,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1
0,Male,0,1,28,24,Electronics,7712,1,4,3,1,1,1,0,0.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
1,Female,0,1,22,18,Electronics,874,3,4,2,1,1,0,0,1.0,1,1,0,1,0,0,0,1,0,1,0,1,1,1
0,Male,0,0,25,6,Electronics,1806,3,3,1,1,0,1,0,1.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
0,Female,0,0,39,56,Electronics,6032,2,2,1,1,1,0,0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
1,Male,0,1,21,11,Furniture,3145,4,3,1,1,0,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
0,Male,0,1,23,32,NewCar,4775,4,3,1,1,1,1,0,1.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
0,Female,0,0,34,37,Furniture,4429,3,4,1,1,1,0,0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,1,1
0,Male,0,0,21,10,Furniture,4285,3,2,2,2,1,1,0,1.0,1,1,0,1,1,0,0,0,0,0,0,1,0,1
1,Female,0,1,45,24,NewCar,6326,2,3,1,1,1,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
0,Female,0,0,30,12,Business,3233,4,3,1,1,1,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Male,0,1,30,22,Electronics,2782,4,3,2,1,1,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,1,1
1,Male,0,0,30,7,NewCar,1764,2,3,2,1,1,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
0,Male,0,0,23,36,UsedCar,2508,3,3,1,2,1,1,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
0,Male,0,1,35,38,Furniture,3398,4,3,1,1,0,0,0,0.0,0,1,0,0,0,0,0,0,1,1,0,0,1,1
0,Male,0,1,22,38,Business,5393,3,2,2,1,0,0,0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
0,Male,0,1,22,30,Furniture,4980,3,4,2,1,0,0,0,1.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,Male,0,1,26,48,NewCar,7566,4,2,1,1,0,0,0,1.0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
1,Male,0,0,41,13,Electronics,854,2,1,1,1,1,1,0,1.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
0,Female,0,0,21,26,Furniture,4607,3,2,1,2,0,0,0,0.0,0,1,1,0,0,0,0,0,1,0,0,1,0,0
0,Male,0,1,26,12,NewCar,1376,2,3,3,2,1,1,0,1.0,1,1,0,1,0,0,0,0,0,1,0,0,1,1
0,Male,0,1,43,6,Electronics,683,3,2,2,2,0,1,0,0.0,0,1,0,1,0,0,0,0,1,0,0,1,0,1
0,Female,0,0,26,15,Furniture,1209,2,3,2,1,1,0,0,1.0,1,1,0,1,0,0,0,0,1,0,0,0,1,1
0,Male,0,0,59,12,Business,883,4,2,1,1,0,1,0,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
0,Male,0,1,19,13,Electronics,3258,3,2,1,1,1,1,0,0.0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
1,Male,0,1,51,19,UsedCar,4496,1,2,2,2,0,0,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
1,Male,0,1,61,15,Electronics,1342,2,2,1,1,0,0,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
-1,Male,0,1,37,43,NewCar,4884,3,3,2,1,0,0,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
0,Female,0,0,23,15,NewCar,1540,3,1,1,1,0,1,1,0.0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
0,Male,0,1,30,8,UsedCar,3778,2,3,2,1,0,1,0,1.0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
0,Male,0,1,49,12,Electronics,4427,3,2,1,2,1,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,1,1,1
1,Female,0,0,50,22,NewCar,1222,3,3,2,1,1,1,0,0.0,0,1,0,1,1,0,0,0,1,0,0,1,0,1
0,Male,0,1,41,24,NewCar,2365,4,4,2,1,0,0,0,0.0,0,1,0,1,1,0,0,0,1,0,0,0,1,0
0,Male,0,0,27,5,NewCar,691,4,2,1,1,1,0,0,1.0,1,1,0,1,0,0,0,0,0,0,0,1,0,1
0,Male,0,1,43,10,NewCar,1798,2,3,2,1,0,1,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,Male,0,0,30,13,Furniture,4238,3,4,2,1,0,0,0,0.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
-1,Male,0,1,40,27,Electronics,2992,4,4,2,1,1,1,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
-1,Female,0,0,28,17,Furniture,8840,1,4,1,2,1,0,0,0.0,0,1,0,0,0,0,0,0,0,1,1,1,0,1
0,Male,0,1,66,24,Education,4261,4,4,1,1,1,0,0,0.0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
1,Male,0,1,36,12,Electronics,1630,2,2,2,2,0,0,0,1.0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
1,Male,0,1,41,25,Electronics,2198,4,4,1,1,1,1,0,1.0,1,1,0,1,1,0,0,0,1,0,0,0,1,1
0,Male,0,1,45,53,Furniture,9254,3,3,1,1,1,0,0,0.0,0,1,0,1,1,0,0,0,1,0,0,0,1,1
-1,Male,0,1,22,50,Business,10047,2,2,2,1,0,0,0,0.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
0,Male,0,1,46,37,NewCar,4309,3,1,2,2,1,0,0,1.0,1,1,0,1,0,0,0,0,1,0,0,1,1,1
1,Female,0,0,27,14,Furniture,4114,3,4,2,2,0,1,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
1,Male,0,0,23,7,HomeAppliances,7394,1,2,1,1,1,1,0,0.0,0,1,0,1,0,0,0,0,1,0,0,1,0,0
0,Male,0,1,38,49,UsedCar,5168,4,2,1,1,1,1,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
0,Male,0,1,54,7,NewCar,7501,3,3,1,1,1,0,0,0.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
1,Female,0,0,19,11,Furniture,3527,1,1,1,1,1,1,0,0.0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
0,Male,0,0,22,21,UsedCar,4283,2,1,1,2,0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
0,Male,0,0,33,15,Electronics,738,3,2,2,1,1,1,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
0,Female,0,0,43,5,UsedCar,1197,2,2,3,2,0,0,1,0.0,1,1,0,1,1,0,0,0,1,0,0,0,1,0
0,Male,0,1,45,43,UsedCar,6909,3,3,2,1,1,0,0,0.0,0,1,0,1,1,0,0,0,1,0,0,0,1,0
-1,Male,0,1,43,19,NewCar,2351,1,3,1,1,0,0,0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,1
1,Male,0,1,35,10,HomeAppliances,561,2,3,3,2,0,1,0,0.0,0,1,0,1,1,0,0,0,0,1,0,0,1,1
0,Female,0,0,46,18,NewCar,5612,3,3,1,1,1,1,0,0.0,0,1,0,0,1,0,0,0,0,1,1,0,0,1
1,Male,0,1,24,5,Furniture,2695,3,2,2,1,1,1,0,1.0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
1,Male,0,1,24,18,Electronics,9587,3,2,2,1,1,1,0,0.0,0,1,0,1,0,0,0,0,0,1,0,1,0,1
0,Male,0,0,42,25,Furniture,2148,3,3,2,1,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,Male,0,0,59,33,NewCar,2214,3,2,3,1,0,1,0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
-1,Male,0,1,32,36,NewCar,6502,3,4,1,1,1,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,Female,0,0,54,5,Furniture,253,4,3,2,2,0,1,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
0,Male,0,1,38,38,Electronics,5762,2,4,2,1,0,0,0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,0,1
-1,Male,0,0,19,24,NewCar,2421,2,1,1,1,0,1,0,1.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
1,Male,0,1,45,14,NewCar,1761,3,3,2,1,1,0,0,0.0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
-1,Male,0,0,25,56,NewCar,9639,4,4,1,1,1,0,0,1.0,0,1,0,1,1,0,0,0,1,0,0,0,1,1
0,Male,0,1,36,13,NewCar,4708,3,2,1,1,1,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
0,Male,0,0,37,22,Education,3374,2,2,3,1,0,0,0,1.0,1,1,0,1,0,0,0,0,1,0,0,0,0,1
0,Male,0,1,30,13,Furniture,2548,2,3,1,1,0,0,0,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
0,Male,0,1,42,14,Electronics,4283,2,2,2,1,1,1,0,0.0,0,1,0,0,0,0,0,0,1,0,1,0,0,1
0,Male,0,0,31,21,NewCar,1323,3,4,1,1,0,0,0,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
-1,Male,0,1,29,22,NewCar,3000,2,3,1,1,0,0,0,1.0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0,Male,0,1,43,12,Electronics,5005,2,2,1,1,0,1,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
1,Female,0,0,25,5,Business,7276,1,1,2,2,0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
1,Male,0,1,57,16,Electronics,3700,3,4,2,1,1,1,0,0.0,0,1,0,1,1,0,0,0,1,0,0,0,1,1
0,Female,0,0,41,24,UsedCar,1132,2,3,1,1,0,0,0,1.0,1,1,0,1,0,0,0,0,0,1,0,0,1,0
-1,Female,0,1,21,19,Electronics,1944,4,2,2,1,0,1,0,0.0,0,1,0,1,0,0,0,0,1,0,0,1,1,1
1,Male,0,1,36,6,Furniture,1739,1,1,1,2,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
0,Male,0,1,64,6,Electronics,2228,2,3,1,2,0,0,0,0.0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
-1,Male,0,1,52,32,Business,8468,2,4,3,2,1,0,0,0.0,0,1,0,1,1,0,0,0,1,0,0,1,0,1
0,Male,0,1,31,42,HomeAppliances,8787,3,1,2,1,1,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
1,Male,0,0,40,23,Electronics,2354,2,2,1,1,1,0,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,Male,0,1,35,39,NewCar,5598,4,3,1,1,0,1,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
0,Male,0,1,41,10,NewCar,1965,3,2,1,1,0,0,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
1,Male,0,1,51,5,Electronics,337,4,1,1,1,0,1,0,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
0,Female,0,0,51,32,Furniture,1130,3,3,2,2,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,Male,0,0,30,5,Electronics,820,2,1,2,2,0,1,0,0.0,0,1,0,1,1,0,0,1,1,1,0,1,0,0
0,Female,0,0,40,11,Electronics,382,3,4,1,1,1,0,0,1.0,0,1,0,1,1,0,0,0,1,0,0,0,1,1
-1,Male,0,0,22,28,Furniture,3882,3,3,1,1,0,0,0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,1,1
1,Male,0,1,59,6,NewCar,1310,4,3,1,2,1,0,0,1.0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
0,Male,0,1,21,18,Electronics,1904,2,3,2,2,0,1,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,1,1
-1,Male,0,1,26,14,Electronics,2743,3,4,1,1,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,Male,0,1,36,4,NewCar,742,3,1,1,1,0,1,1,0.0,1,1,0,1,0,0,0,0,1,0,1,0,0,1
0,Male,0,0,27,12,Furniture,2256,4,4,2,1,1,0,0,0.0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
0,Male,0,1,32,21,Electronics,6246,1,2,1,2,1,1,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
0,Male,0,1,22,27,Electronics,868,4,2,2,1,0,1,0,0.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0
1,Male,0,1,46,16,NewCar,6086,3,4,1,1,1,1,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,1
0,Male,0,0,22,33,Furniture,4231,2,3,1,1,1,0,0,0.0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
-1,Male,0,1,38,25,Electronics,1482,4,3,1,2,0,0,0,0.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
